Author First Name,Author Last Name,Title,Series,Series Number
 Sojourner,Truth,The Narrative of Sojourner Truth,,1
 Sonny,Brewer,Cormac: The Tale of a Dog Gone Missing,,1
 Sophie,Kinsella,Confessions of a Shopaholic,Shopaholic,1
 Sophie,Kinsella,Shopaholic Takes Manhattan,Shopaholic,2
 Sophie,Kinsella,Shopaholic ties the knot,Shopaholic,3
 Sophie,Kinsella,Shopaholic and sister,Shopaholic,4
 Sophie,Kinsella,Shopaholic and Baby,Shopaholic,5
 Sophie,Kinsella,Can you keep a secret?,,1
 Sophie,Kinsella,Remember Me?,,1
 Sophie,Hannah,The Truth-Teller's Lie,,1
 Spike,Milligan,Rommel? Gunner Who?: A Confrontation in the Desert,The War -- and Peace -- Memoirs,2
 Spike,Milligan,"Monty, his part in my victory",The War -- and Peace -- Memoirs,3
 Spike,Milligan,Mussolini: His Part in My Downfall,The War -- and Peace -- Memoirs,4
 Spike,Milligan,Where have all the bullets gone?,The War -- and Peace -- Memoirs,5
 Spike,Milligan,Adolf Hitler: my part in his downfall,The War and Peace Memoirs,1
 Stacy,Dittrich,The Devil's Closet,CeeCee Gallagher,1
 Stacy,Schiff,Cleopatra: A Life,,1
 Starr,Ambrose,Our Little Secret,,1
 Stefanie,Pintoff,In the Shadow of Gotham,Simon Ziele mysteries,1
 Stefanie,Pintoff,A Curtain Falls,Simon Ziele mysteries,2
 Stephanie,Barron,Jane and the Unpleasantness at Scargrave Manor: Being the First Jane Austen Mystery,A Jane Austen Mystery,1
 Stephanie,Barron,Jane and the man of the cloth,A Jane Austen Mystery,2
 Stephanie,Barron,Jane and the Prisoner of Wool House,A Jane Austen Mystery,6
 Stephanie,Barron,Jane and the Madness of Lord Byron: Being A Jane Austen Mystery,Jane Austen Mystery,10
 Stephanie,Cowell,Marrying Mozart,,1
 Stephen,Booth,Lost River,Cooper and Fry Mystery,10
 Stephen,King,Colorado Kid,Hard Case Crime,13
 Stephen,King,The Talisman,Jack Sawyer,1
 Stephen,King,Black House,Jack Sawyer,2
 Stephen,Baxter,Stone Spring,Northland Saga,1
 Stephen,King,Night Shift,Stephen King Short Story Collection,1
 Stephen,King,Skeleton Crew,Stephen King Short Story Collection,2
 Stephen,King,Nightmares and Dreamscapes,Stephen King Short Story Collection,3
 Stephen,King,Everything's Eventual,Stephen King Short Story Collection,4
 Stephen,King,Just After Sunset,Stephen King Short Story Collection,5
 Stephen,King,The Eyes of the Dragon,The Dark Tower,0
 Stephen,King,The gunslinger,The Dark Tower,1
 Stephen,King,The drawing of the three,The Dark Tower,2
 Stephen,King,The waste lands,The Dark Tower,3
 Stephen,King,Wizard and glass,The Dark Tower,4
 Stephen,King,Wolves of the Calla,The Dark Tower,5
 Stephen,King,Song of Susannah,The Dark Tower,6
 Stephen,King,The Dark Tower,The Dark Tower,7
 Stephen,Baxter,Raft,Xeelee Sequence,1
 Stephen,Baxter,Timelike infinity,Xeelee Sequence,2
 Stephen,Baxter,Flux,Xeelee Sequence,3
 Stephen,Baxter,Ring,Xeelee Sequence,4
 Stephen,Baxter,Vacuum Diagrams,Xeelee Sequence,5
 Stephen,Baxter,Xeelee Novellas,Xeelee Sequence,6
 Stephen,Fry,Fry: A Memoir,,0
 Stephen,King,The green mile,,0
 Stephen,Hawking,A brief history of time,,1
 Stephen,Hawking,A Briefer History of Time,,1
 Stephen,King,Bag of Bones,,1
 Stephen,King,Blaze,,1
 Stephen,King,Blockade Billy,,1
 Stephen,King,Carrie,,1
 Stephen,King,Cell,,1
 Stephen,King,Christine,,1
 Stephen,King,Cujo,,1
 Stephen,King,Cycle of the Werewolf,,1
 Stephen,King,Desperation,,1
 Stephen,King,Different Seasons,,1
 Stephen,King,Dolores Claiborne,,1
 Stephen,King,Dreamcatcher,,1
 Stephen,King,Duma Key,,1
 Stephen,Baxter,Evolution: a novel,,1
 Stephen,King,Firestarter,,1
 Stephen,King,Four Past Midnight,,1
 Stephen,King,From a Buick 8,,1
 Stephen,King,"Full Dark, No Stars",,1
 Stephen,King,Gerald's Game,,1
 Stephen,King,Hearts In Atlantis,,1
 Stephen,Hawking,Illustrated Theory of Everything: The Origin and Fate of the Universe,,1
 Stephen,King,Insomnia,,1
 Stephen,King,It,,1
 Stephen,King,Lisey's Story,,1
 Stephen,Crane,Maggie: A Girl of the Streets and Other Writings About New York,,1
 Stephen,King,Misery,,1
 Stephen,King,Needful Things,,1
 Stephen,Tunney,One Hundred Percent Lunar Boy,,1
 Stephen,King,Pet Sematary,,1
 Stephen,King,Rage,,1
 Stephen,King,Roadwork,,1
 Stephen,King,Rose Madder,,1
 Stephen,King,Salem's Lot,,1
 Stephen,King,Six stories,,1
 Stephen,King,The Collective,,1
 Stephen,King,The Dark Half,,1
 Stephen,King,The Dead Zone,,1
 Stephen,King,The Girl Who Loved Tom Gordon,,1
 Stephen,Hawking,The Grand Design,,1
 Stephen,King,The Long Walk,,1
 Stephen,Fry,The ode less travelled: unlocking the poet within,,1
 Stephen,King,The Plant,,1
 Stephen,Crane,The Red Badge of Courage and Selected Short Fiction,,1
 Stephen,King,The Regulators,,1
 Stephen,King,The Running Man,,1
 Stephen,King,The Shining,,1
 Stephen,King,The Stand,,1
 Stephen,King,The Tommyknockers,,1
 Stephen,King,Thinner,,1
 Stephen,King,Under the Dome: A Novel,,1
 Stephen,King,UR,,1
 Stephen Ames,Berry,The Biofab War,Biofab War,1
 Stephen Ames,Berry,The Battle for Terra Two,Biofab War,2
 Stephen Ames,Berry,The AI War,Biofab War,3
 Stephen Ames,Berry,Final Assault,Biofab War,4
 Stephen Coonts; Jim,Defelice,Deep black,Deep Black,8
 Stephen E.,Ambrose,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",,1
 Stephen E.,Ambrose,"Citizen Soldiers: The U.S. Army from the Normandy Beaches to the Buldge to the Surrender of Germany Jun 7, 1994-May 7, 1945",,1
 Stephen E.,Ambrose,"Pegasus Bridge: June 6, 1944",,1
 Stephen J.,Cannell,King Con,,1
 Stephen R.,Donaldson,This Day All Gods Die,Gap Series,5
 Stephen R.,Lawhead,Hood,King Raven Trilogy,1
 Stephen R.,Lawhead,Scarlet,King Raven Trilogy,2
 Stephen R.,Lawhead,Tuck,King Raven Trilogy,3
 Stephen R.,Donaldson,"Against All Things Ending (The Last Chronicles of Thomas Covenant, Book 3)",The Complete Chronicles of Thomas Covenant,9
 Stephen R.,Covey,Seven habits of highly effective people,,1
 Stephenie,Meyer,The Host: A Novel,The Host,1
 Stephenie,Meyer,Twilight,Twilight Saga,1
 Stephenie,Meyer,New Moon,Twilight Saga,2
 Stephenie,Meyer,Eclipse,Twilight Saga,3
 Stephenie,Meyer,Breaking Dawn,Twilight Saga,4
 Stephenie,Meyer,The Short Second Life of Bree Tanner: An Eclipse Novella,,1
 Steve,Berry,The Charlemagne Pursuit,Cotton Malone,4
 Steve,Martin,An Object of Beauty,,1
 Steve,Jones,Darwin's Island: The Galapagos in the Garden of England,,1
 Steve,Souders,Even Faster Web Sites,,1
 Steve,Coll,Ghost Wars,,1
 Steve,Souders,High Performance Web Sites,,1
 Steve,Berry,The Balkan Escape,,1
 Steve,Berry,The Balkan Escape (Short Story): A Cassiopeia Vitt Adventure,,1
 Steve,Stern,The Frozen Rabbi,,1
 Steven,Gould,Jumper,Jumper,1
 Steven,Gould,Jumper: Griffin's Story,Jumper,1
 Steven,Gould,Reflex,Jumper,2
 Steven,Saylor,Empire: The Novel of Imperial Rome,Novels of Ancient Rome,2
 Steven,Harper,Nightmare,Silent Empire,1
 Steven,Harper,Dreamer,Silent Empire,2
 Steven,Harper,Trickster,Silent Empire,3
 Steven,Harper,Offspring,Silent Empire,4
 Steven,Erikson,A Malazan Book of the Fallen Collection 1,,1
 Steven,Erikson,A Malazan Book of the Fallen Collection 2,,1
 Steven,Erikson,A Malazan Book of the Fallen Collection 3,,1
 Steven D. & Dubner,Levitt,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Freakonomics,1
 Steven D. & Dubner,Levitt,"Superfreakonomics: global cooling, patriotic prostitutes, and why suicide bombers should buy life insurance",Freakonomics,2
 Stieg,Larsson,The Girl with the Dragon Tattoo,Millennium Trilogy,1
 Stieg,Larsson,The Girl Who Played with Fire,Millennium Trilogy,2
 Stieg,Larsson,The Girl Who Kicked the Hornet's Nest,Millennium Trilogy,3
 Storm,Constantine,The Wraiths of Will and Pleasure,,1
 Stuart,McLean,Vinyl Cafe Unplugged,Vinyl Cafe,3
 Stuart,Woods,Palindrome,,1
 Sudhir,Venkatesh,Gang leader for a day: a rogue sociologist takes to the streets,,1
 Sue,Grafton,A is for Alibi,Kinsey Millhone,1
 Sue,Grafton,B Is for Burglar,Kinsey Millhone,2
 Sue,Grafton,C Is for Corpse,Kinsey Millhone,3
 Sue,Grafton,D Is for Deadbeat,Kinsey Millhone,4
 Sue,Grafton,E Is for Evidence,Kinsey Millhone,5
 Sue,Grafton,F Is for Fugitive,Kinsey Millhone,6
 Sue,Grafton,G Is for Gumshoe,Kinsey Millhone,7
 Sue,Grafton,H Is for Homicide,Kinsey Millhone,8
 Sue,Grafton,I is for Innocent,Kinsey Millhone,9
 Sue,Grafton,J is for Judgement,Kinsey Millhone,10
 Sue,Grafton,K is for Killer,Kinsey Millhone,11
 Sue,Grafton,L Is for Lawless,Kinsey Millhone,12
 Sue,Grafton,M is for Malice,Kinsey Millhone,13
 Sue,Grafton,N is for Noose,Kinsey Millhone,14
 Sue,Grafton,O Is for Outlaw,Kinsey Millhone,15
 Sue,Grafton,P Is for Peril,Kinsey Millhone,16
 Sue,Grafton,Q is for Quarry,Kinsey Millhone,17
 Sue,Grafton,R is for Ricochet,Kinsey Millhone,18
 Sue,Grafton,S Is for Silence,Kinsey Millhone,19
 Sue,Grafton,T is for Trespass,Kinsey Millhone,20
 Sue,Grafton,U is for Undertow,Kinsey Millhone,21
 Sun,Storm,The Savage Altar,Rebecka Martinsson,1
 Sun,Tzu,The Art of War,,1
 Susan,Wiggs,Table for five,,1
 Susan,Wiggs,The Story of Us,,1
 Susan,Casey,"The Wave: In Pursuit of the Rogues, Freaks and Giants of the Ocean",,1
 Susanna,Clarke,Jonathan Strange and Mr Norrell,Clarke's Faerie Stories,1
 Susanna,Ives,Rakes and Radishes,,1
 Susanna,Daniel,Stiltsville: A Novel,,1
 Suzanne,Collins,The Hunger Games,The Hunger Games,1
 Suzanne,Collins,Catching Fire,The Hunger Games,2
 Suzanne,Collins,Mockingjay,The Hunger Games,3
 Suzanne,Brockmann,The Unsung Hero,Troubleshooter,1
 Suzanne,Brockmann,Over the Edge,Troubleshooter,3
 Suzanne,Clothier,Bones Would Rain from the Sky: Deepening Our Relationships with Dogs,,1
 Suzanne & Kauffman,Forster,"Velvet, Leather & Lace",,1
 Sydney,Somers,Primal Pleasure,Pendragon Gargoyles,3
 Sylvia,Plath,The Bell Jar,,1
 T. S.,Eliot,Waste Land and Other Poems,,1
 T.R.,Reid,The Healing of America,,1
 Tad,Williams,Shadowheart: Volume Four of Shadowmarch,Shadowmarch,4
 Taigen Dan,Leighton,Visions of Awakening Space and Time: Dogen and the Lotus Sutra,,1
 Tami,Hoag,The Trouble with J.J.,Loveswept,253
 Tami,Hoag,Heart of Gold,Rainbow Chasers,1
 Tami,Hoag,Secrets to the Grave,,1
 Tanya,Huff,The Truth of Valor,Confederation,5
 Tariq,Ali,The duel: Pakistan on the flight path of American power,,1
 Tariq,Ramadan,The Quest for Meaning,,1
 Tatiana de,Rosnay,A Secret Kept,,1
 Tatjana,Soli,The Lotus Eaters: A Novel,,1
 Ted,Bell,Warlord: An Alex Hawke Novel,Alexander Hawke,6
 Ted,Wood,Murder on Ice,Reid Bennett,2
 Ted,Chiang,Stories of Your Life and Others,,1
 Ted,Chiang,Ted Chiang Compilation,,1
 Ted,Dekker,The Bride Collector,,1
 Tera Lynn,Childs,Oh. My. Gods.,Oh My Gods,1
 Teresa,Giudice,Skinny Italian: Eat It and Enjoy It,,1
 Teresa,Medeiros,The Devil Wears Plaid,,1
 Terry,Pratchett,The Colour of Magic,Discworld,1
 Terry,Pratchett,The Light Fantastic,Discworld,2
 Terry,Pratchett,Equal Rites,Discworld,3
 Terry,Pratchett,Mort,Discworld,4
 Terry,Pratchett,Sourcery,Discworld,5
 Terry,Pratchett,Wyrd Sisters,Discworld,6
 Terry,Pratchett,Pyramids,Discworld,7
 Terry,Pratchett,Guards! Guards!,Discworld,8
 Terry,Pratchett,Eric,Discworld,9
 Terry,Pratchett,Moving Pictures,Discworld,10
 Terry,Pratchett,Reaper Man,Discworld,11
 Terry,Pratchett,Witches Abroad,Discworld,12
 Terry,Pratchett,Small Gods,Discworld,13
 Terry,Pratchett,Lords and Ladies,Discworld,14
 Terry,Pratchett,Men at Arms,Discworld,15
 Terry,Pratchett,Soul Music,Discworld,16
 Terry,Pratchett,Interesting Times,Discworld,17
 Terry,Pratchett,Maskerade,Discworld,18
 Terry,Pratchett,Feet of Clay,Discworld,19
 Terry,Pratchett,Hogfather,Discworld,20
 Terry,Pratchett,Jingo,Discworld,21
 Terry,Pratchett,The Last Continent,Discworld,22
 Terry,Pratchett,Carpe Jugulum,Discworld,23
 Terry,Pratchett,The Fifth Elephant,Discworld,24
 Terry,Pratchett,Thief of Time,Discworld,26
 Terry,Pratchett,The Last Hero,Discworld,27
 Terry,Pratchett,The Amazing Maurice and His Educated Rodents,Discworld,28
 Terry,Pratchett,Night Watch,Discworld,29
 Terry,Pratchett,Monstrous Regiment,Discworld,31
 Terry,Pratchett,Going Postal,Discworld,33
 Terry,Pratchett,Thud!,Discworld,34
 Terry,Pratchett,Making Money,Discworld,36
 Terry,Pratchett,Unseen Academicals,Discworld,37
 Terry,Pratchett,I Shall Wear Midnight,Discworld: Tiffany Aching,4
 Terry,Pratchett,The Wee Free Men,Discworld: Young Adult,2
 Terry,Pratchett,A Hat Full Of Sky,Discworld: Young Adult,3
 Terry,Pratchett,Wintersmith,Discworld: Young Adult,4
 Terry,Brooks,Running with the Demon,Shannara Universe: Chronological,1
 Terry,Brooks,The Sword of Shannara,Shannara Universe: Chronological,2
 Terry,Brooks,Armageddon's Children,Shannara Universe: Chronological,4
 Terry,Brooks,The First King of Shannara,Shannara Universe: Chronological,7
 Terry,Brooks,Ilse Witch,Shannara Universe: Chronological,9
 Terry,Brooks,High druid of Shannara: Jarka Ruus,Shannara Universe: Chronological,18
 Terry,Goodkind,Debt of Bones,Sword of Truth,0.5
 Terry,Goodkind,Wizard's First Rule,Sword of Truth,1
 Terry,Goodkind,Stone of Tears,Sword of Truth,2
 Terry,Goodkind,Blood of the Fold,Sword of Truth,3
 Terry,Goodkind,Temple of the Winds,Sword of Truth,4
 Terry,Goodkind,Soulf of the Fire,Sword of Truth,5
 Terry,Goodkind,Faith of the Fallen,Sword of Truth,6
 Terry,Goodkind,The Pillars of Creation,Sword of Truth,7
 Terry,Goodkind,Naked Empire,Sword of Truth,8
 Terry,Goodkind,Chainfire,Sword of Truth,9
 Terry,Goodkind,Phantom,Sword of Truth,10
 Terry,Goodkind,Confessor,Sword of Truth,11
 Terry,McMillan,Getting to Happy,Waiting to Exhale,2
 Terry,Brooks,Bearers of the Black Staff,,1
 Terry,Joseph,From Dawn to Deceit,,1
 Terry,Pratchett,Strata,,1
 Terry,Pratchett,The dark side of the sun,,1
 Terry,Pratchett,The Wit & Wisdom of Discworld,,1
 Terry & Simpson,Pratchett,The Folklore of Discworld,Discworld,0
 Tess,Evans,Book of Lost Threads,,1
 Tess,Gerritsen,Girl Missing,,1
 The Editors of Cooks,Illustrated,The Cook's Illustrated How-to-Cook Library,,1
 The Harvard Lampoon Inc.,Staff,Nightlight: A Parody,,1
 Theodore,Dreiser,Sister Carrie,,1
 Therese,Walsh,The Last Will of Moira Leahy,,1
 Thisbe,Nissen,Osprey Island,,1
 Thomas,Harris,Red Dragon,Hannibal Lecter,1
 Thomas,Harris,The Silence of the Lambs,Hannibal Lecter,2
 Thomas,Harris,Hannibal,Hannibal Lecter,3
 Thomas,Melody,Claimed by a Scottish Lord,,1
 Thomas,Paine,"Common Sense, the Rights of Man and Other Essential Writings of Thomas Paine",,1
 Thomas,Tryon,Harvest home,,1
 Thomas,Steinbeck,In the Shadow of the Cypress,,1
 Thomas,Hobbes,Leviathan,,1
 Thomas,Paine,Rights of Man,,1
 Thomas,Hardy,Tess of the D'Urbervilles,,1
 Thomas,Kinkade,The Inn at Angel Island,,1
 Thomas,Pynchon,V.,,1
 Thomas,French,Zoo Story: Life in the Garden of Captives,,1
 Thomas A.,Limoncelli,Time Management for System Administrators,,1
 Thomas E.,Sniegoski,The God Machine,Hellboy,5
 Thomas E.,Ricks,The Gamble: General Petraeus and the American Military Adventure in Iraq,The American Military Adventure in Iraq,2
 Thomas M. & Sladek,Disch,Black Alice,,1
 Tim,Myers,At Wick's End,Candlemaking Mysteries,1
 Tim,Myers,Snuffed Out,Candlemaking Mysteries,2
 Tim,Myers,Death Waxed Over,Candlemaking Mysteries,3
 Tim,Myers,A Flicker of Doubt,Candlemaking Mysteries,4
 Tim,Myers,Invitation to murder: a card-making mystery,Card-Making Mysteries,1
 Tim,Myers,Deadly Greetings: A Card-making Mystery,Card-Making Mysteries,2
 Tim,Myers,Murder and Salutations,Card-Making Mysteries,3
 Tim,Kring,Shift,Gate of Orpheus Trilogy,1
 Tim,Myers,Reservations for Murder,Lighthouse Inn Mysteries,2
 Tim,Myers,Murder Checks Inn,Lighthouse Inn Mysteries,3
 Tim,Myers,Room for Murder,Lighthouse Inn Mysteries,4
 Tim,Myers,Booked for Murder,Lighthouse Inn Mysteries,5
 Tim,Myers,Innkeeping with Murder,Lighthouse Inn Mysteries,6
 Tim,Davys,Amberville,,1
 Tim,Lebbon,Fears unnamed,,1
 Tim,Gunn,Gunn's Golden Rules,,1
 Tim,Binding,Island Madness,,1
 Tim,Weiner,Legacy of ashes: the history of the CIA,,1
 Tim,Pratt,Sympathy for the Devil,,1
 Tim,Thornton,The Alternative Hero,,1
 Timothy,Ferriss,"The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman",,1
 Timothy,Ferriss,"The 4-Hour Workweek, Expanded and Updated: Escape 9-5, Live Anywhere, and Join the New Rich",,1
 Toby,Ball,The Vaults,,1
 Todd,Wilbur,"Top secret recipes: sodas, smoothies, spirits, & shakes : creating cool kitchen clones of America's favorite brand-name drinks",Top Secret Recipes,6
 Todd,Wilbur,Even More Top Secret Recipes,Top Secret Recipes,7
 Todd,Wilbur,Top Secret Recipes Unlocked,Top Secret Recipes,9
 Todd,Strasser,Blood on My Hands,,1
 Todd,Wilbur,Top Secret Restaurant Recipes 2,,1
 Tom,Harper,The Mosaic of Shadows,Demetrios Askiates,1
 Tom,Harper,Siege of Heaven,Demetrios Askiates,3
 Tom,Clancy,Without remorse,Jack Ryan Apperance Order,1
 Tom,Clancy,Patriot games,Jack Ryan Apperance Order,2
 Tom,Clancy,Red Rabbit,Jack Ryan Apperance Order,3
 Tom,Clancy,The Hunt for Red October,Jack Ryan Apperance Order,4
 Tom,Clancy,The Cardinal of the Kremlin,Jack Ryan Apperance Order,5
 Tom,Clancy,Clear and present danger,Jack Ryan Apperance Order,6
 Tom,Clancy,The sum of all fears,Jack Ryan Apperance Order,7
 Tom,Clancy,Debt of Honor,Jack Ryan Apperance Order,8
 Tom,Clancy,Executive orders,Jack Ryan Apperance Order,9
 Tom,Clancy,Rainbow six,Jack Ryan Apperance Order,10
 Tom,Clancy,The Bear and the Dragon,Jack Ryan Apperance Order,11
 Tom,Clancy,The Teeth of the Tiger,Jack Ryan Apperance Order,12
 Tom,Clancy,Dead or Alive,Jack Ryan Pub Order,13
 Tom,Gabbay,The Berlin Conspiracy,Jack Teller,1
 Tom,Kratman,A Desert Called Peace,Patrick Carrera,1
 Tom,Kratman,Carnifex,Patrick Carrera,2
 Tom,Kratman,The Lotus Eaters,Patrick Carrera,3
 Tom,Cain,The Accident Man,Samuel Carver,1
 Tom,Clancy,Net Force,Tom Clancy's Net Force,1
 Tom,Clancy,Op-center,Tom Clancy's Op-Center,1
 Tom,Lloyd,The Ragged Man,Twilight Reign,4
 Tom,Sharpe,Wilt,Wilt,1
 Tom,Sharpe,The Wilt Alternative,Wilt,2
 Tom,Sharpe,Wilt on High,Wilt,3
 Tom,Sharpe,Wilt in Nowhere,Wilt,4
 Tom,Kratman,A state of disobedience,,1
 Tom,Sharpe,Blott on the Landscape,,1
 Tom,Kratman,Caliphate,,1
 Tom,Kratman,Countdown: The Liberators,,1
 Tom,Franklin,"Crooked Letter, Crooked Letter",,1
 Tom,Bissell,Extra Lives: Why Video Games Matter,,1
 Tom,Sharpe,Grantchester Grind,,1
 Tom,Sharpe,Indecent Exposure,,1
 Tom,Sharpe,Porterhouse Blue,,1
 Tom,Clancy,Red storm rising,,1
 Tom,McCarthy,Remainder,,1
 Tom,Sharpe,Riotous Assembly,,1
 Tom,Knox,The Genesis Secret,,1
 Tom,Sharpe,The Great Pursuit,,1
 Tom,Knox,The Marks of Cain,,1
 Tom,Bradby,The Master of Rain,,1
 Tom,Sharpe,The Midden,,1
 Tom,Sharpe,The Throwback,,1
 Tom,Sharpe,Vintage Stuff,,1
 Tom & Greenberg,Clancy,SSN,,1
 Tom & Kuntz,Kuntz,The Sinatra files: the secret FBI dossier,,1
 Tom & Perry,Clancy,Springboard,Tom Clancy's Net Force,9
 Tom & Pieczenik,Clancy,Hidden Agendas,Tom Clancy's Net Force,2
 Tom & Pieczenik,Clancy,Tom Clancy's op-centre: mirror image,Tom Clancy's Op-Center,2
 Tom & Pieczenik,Clancy,Games of State,Tom Clancy's Op-Center,3
 Tom & Pieczenik,Clancy,Tom Clancy's op-center: acts of war,Tom Clancy's Op-Center,4
 Tom & Pieczenik,Clancy,Tom Clancy's Op-center Balance of Power,Tom Clancy's Op-Center,5
 Tom & Pieczenik,Clancy,State of Siege,Tom Clancy's Op-Center,6
 Tom & Rovin,Clancy,Divide and conquer,Tom Clancy's Op-Center,7
 Tom & Rovin,Clancy,Line of Control,Tom Clancy's Op-Center,8
 Tom & Rovin,Clancy,Call to Treason,Tom Clancy's Op-Center,11
 Tom Rob,Smith,Child 44,Leo Demidov,1
 Toni,Patrick,101 Things to Do with Ramen Noodles,,1
 Tony,Blair,A Journey: My Political Life,,1
 Tony,Pollard,The minutes of the Lazarus Club,,1
 Tosca,Lee,Demon: A Memoir,,1
 Tracey,West,Astro Boy: The Movie,,1
 Traci,Harding,Gene of Isis,The Mystique Trilogy,1
 Tracy,Madison,A Taste of Magic,Magic (Madison),1
 Travis S.,Taylor,One Day on Mars,One Day On Mars,1
 Travis S.,Taylor,The Tau Ceti Agenda,One Day On Mars,2
 Travis S.,Taylor,One Good Soldier,One Day On Mars,3
 Travis S.,Taylor,Warp speed,Warp Speed,1
 Travis S.,Taylor,The Quantum Connection,Warp Speed,2
 Travis S.,Taylor,Back to the Moon,,1
 Trenton Lee,Stewart,The Mysterious Benedict Society,The Mysterious Benedict Society,1
 Trenton Lee,Stewart,The Mysterious Benedict Society and the Perilous Journey,The Mysterious Benedict Society,2
 Trenton Lee,Stewart,The Mysterious Benedict Society and the Prisoner's Dilemma,The Mysterious Benedict Society,2
 Trevor,Baxendale,Something in the Water,Torchwood,4
 Trevor,Baxendale,The Undertaker's Gift,Torchwood,14
 Trish,Millburn,The Family Man,,1
 Truman,Capote,Breakfast at Tiffany's,,1
 Truman,Capote,In Cold Blood,,1
 Tsunetomo,Yamamoto,Hagakure: the book of the samurai,,1
 Tucker & Maddox,Max,Assholes Finish First,,1
 Tyler,Florence,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody who Likes to Cook,,1
 Umberto,Eco,Foucault's pendulum,,1
 Umberto & Weaver,Eco,The name of the rose,,1
 Upton,Sinclair,The Jungle,,1
 Uwem,Akpan,Say You're One of Them,,1
 V. S.,Naipaul,Half a Life: A Novel,,1
 V. S.,Naipaul,House for Mister Biswas,,1
